,dealer_up,player,move,outcome,dealer_outcome,dealer_bj,is_split,orig_hand,shuffle
23,10,14,stand,loss,stand,True,False,0,python
24,3,12,hit,win,bust,False,False,0,python
25,9,12,hit,loss,stand,False,False,0,python
26,9,"[6, 16]",hit,loss,stand,False,False,0,python
27,3,14,stand,loss,draw,False,False,0,python
28,10,17,stand,loss,draw,False,False,0,python
29,2,15,stand,win,bust,False,False,0,python
30,A,5,stand,loss,stand,True,False,0,python
31,10,18,stand,push,draw,False,False,0,python
32,2,20,stand,win,bust,False,False,0,python
33,4,15,stand,win,bust,False,False,0,python
34,8,11,double,win,bust,False,False,0,python
35,6,15,stand,loss,draw,False,False,0,python
36,6,14,stand,loss,draw,False,False,0,python
37,5,17,stand,push,draw,False,False,0,python
38,6,12,stand,loss,draw,False,False,0,python
39,A,20,stand,push,stand,False,False,0,python
40,7,10,double,win,stand,False,True,"[7, 7]",python
41,7,9,hit,win,stand,False,True,"[7, 7]",python
42,2,15,stand,win,bust,False,False,0,python
43,4,18,stand,win,bust,False,False,0,python
0,5,9,double,push,draw,False,False,0,python
1,2,12,hit,loss,stand,False,False,0,python
2,9,20,stand,win,bust,False,False,0,python
3,9,13,hit,loss,stand,False,False,0,python
4,10,15,hit,loss,stand,False,False,0,python
5,A,"[10, 10]",stand,loss,stand,True,False,0,python
6,10,15,hit,loss,stand,False,False,0,python
7,4,10,double,win,draw,False,False,0,python
8,9,12,hit,win,bust,False,False,0,python
9,3,13,stand,loss,draw,False,False,0,python
10,2,"[3, 13]",hit,win,bust,False,False,0,python
11,7,15,hit,loss,stand,False,False,0,python
12,2,16,stand,loss,draw,False,False,0,python
13,10,20,stand,win,stand,False,False,0,python
14,5,9,double,loss,draw,False,True,"[7, 7]",python
15,5,13,stand,loss,draw,False,True,"[7, 7]",python
16,10,13,hit,loss,stand,False,False,0,python
17,3,15,stand,win,bust,False,False,0,python
18,4,20,stand,push,draw,False,False,0,python
19,7,15,hit,loss,stand,False,False,0,python
20,5,8,hit,loss,draw,False,False,0,python
21,10,11,double,win,bust,False,False,0,python
22,10,17,stand,loss,stand,True,False,0,python
23,8,19,stand,win,bust,False,False,0,python
24,A,19,stand,push,stand,False,False,0,python
25,5,14,stand,loss,draw,False,False,0,python
26,9,16,hit,loss,draw,False,False,0,python
27,A,14,stand,loss,stand,True,False,0,python
28,10,12,hit,loss,draw,False,False,0,python
29,8,14,hit,loss,stand,False,False,0,python
30,10,15,hit,loss,stand,False,False,0,python
31,10,"[7, 17]",hit,win,stand,False,False,0,python
32,A,12,hit,win,stand,False,False,0,python
33,4,20,stand,win,bust,False,False,0,python
34,10,10,hit,win,draw,False,False,0,python
35,10,14,hit,loss,stand,False,False,0,python
36,10,6,hit,loss,stand,False,False,0,python
37,10,12,hit,win,stand,False,False,0,python
38,7,17,stand,win,bust,False,False,0,python
39,8,"[6, 6]",hit,loss,stand,False,False,0,python
40,10,7,hit,loss,stand,False,False,0,python
41,A,14,stand,loss,stand,True,False,0,python
42,8,18,stand,win,stand,False,False,0,python
43,8,10,double,win,stand,False,False,0,python
44,10,"[8, 8]",stand,loss,stand,True,False,0,python
0,7,16,hit,win,draw,False,False,0,python
1,7,16,hit,loss,stand,False,False,0,python
2,A,"[6, 16]",hit,win,bust,False,False,0,python
3,3,20,stand,win,draw,False,False,0,python
4,6,6,hit,loss,draw,False,False,0,python
5,4,21,stand,win,stand,False,False,0,python
6,9,20,stand,win,stand,False,False,0,python
7,2,12,hit,loss,stand,False,False,0,python
8,2,"[6, 16]",hit,loss,draw,False,False,0,python
9,5,6,hit,loss,draw,False,False,0,python
10,7,9,hit,loss,draw,False,False,0,python
11,10,18,stand,loss,stand,False,False,0,python
12,10,"[4, 14]",hit,loss,stand,False,False,0,python
13,10,16,stand,loss,stand,True,False,0,python
14,6,9,double,loss,stand,False,False,0,python
15,A,11,hit,loss,stand,False,False,0,python
16,10,17,stand,loss,stand,False,False,0,python
17,10,"[4, 4]",hit,loss,stand,False,False,0,python
18,2,16,stand,loss,draw,False,False,0,python
19,3,11,double,win,bust,False,False,0,python
20,5,9,double,win,bust,False,False,0,python
21,2,8,hit,loss,draw,False,False,0,python
22,5,12,stand,loss,draw,False,False,0,python
23,10,11,stand,loss,stand,True,False,0,python
24,10,13,hit,loss,stand,False,False,0,python
25,6,15,stand,win,bust,False,False,0,python
26,A,15,hit,loss,stand,False,False,0,python
27,10,9,hit,loss,stand,False,False,0,python
28,10,11,double,win,stand,False,False,0,python
29,10,13,hit,loss,stand,False,False,0,python
30,3,19,stand,win,bust,False,False,0,python
31,5,18,stand,loss,draw,False,False,0,python
32,3,19,stand,push,draw,False,False,0,python
33,6,10,double,loss,draw,False,True,"[4, 4]",python
34,6,"[5, 15]",double,loss,draw,False,True,"[4, 4]",python
35,5,16,stand,win,bust,False,False,0,python
36,5,20,stand,win,bust,False,False,0,python
37,A,"[10, 10]",stand,loss,stand,True,False,0,python
38,4,12,stand,win,bust,False,False,0,python
39,4,8,hit,win,bust,False,False,0,python
40,10,13,hit,win,stand,False,False,0,python
41,5,21,stand,win,stand,False,False,0,python
42,6,10,double,win,bust,False,False,0,python
43,2,"[10, 10]",stand,win,bust,False,False,0,python
44,7,15,hit,loss,stand,False,False,0,python
45,10,"[10, 10]",stand,push,stand,False,False,0,python
0,9,13,hit,win,bust,False,False,0,python
1,4,18,stand,loss,draw,False,True,"[8, 8]",python
2,4,13,stand,loss,draw,False,True,"[8, 8]",python
3,10,19,stand,loss,draw,False,False,0,python
4,7,21,stand,win,stand,False,False,0,python
5,10,9,hit,win,stand,False,False,0,python
6,A,17,stand,loss,stand,True,False,0,python
7,2,10,double,win,draw,False,False,0,python
8,5,10,double,win,bust,False,False,0,python
9,10,14,hit,push,stand,False,False,0,python
10,3,19,stand,win,draw,False,False,0,python
11,5,20,stand,win,bust,False,False,0,python
12,6,10,double,win,bust,False,False,0,python
13,10,15,hit,loss,stand,False,False,0,python
14,10,16,hit,win,stand,False,False,0,python
15,A,13,hit,loss,stand,False,False,0,python
16,9,17,stand,loss,stand,False,False,0,python
17,10,14,hit,loss,stand,False,False,0,python
18,4,18,stand,loss,draw,False,False,0,python
19,3,10,double,loss,draw,False,False,0,python
20,3,14,stand,loss,draw,False,False,0,python
21,10,20,stand,win,stand,False,False,0,python
22,4,20,stand,win,bust,False,False,0,python
23,3,20,stand,win,bust,False,False,0,python
24,9,9,hit,loss,stand,False,False,0,python
25,9,17,stand,loss,stand,False,False,0,python
26,10,9,hit,win,bust,False,False,0,python
27,10,9,hit,loss,stand,False,False,0,python
28,6,12,stand,win,bust,False,False,0,python
29,A,18,stand,loss,draw,False,False,0,python
30,8,18,stand,win,bust,False,False,0,python
31,4,"[6, 16]",double,win,draw,False,False,0,python
32,10,"[6, 16]",hit,win,bust,False,False,0,python
33,6,17,stand,push,draw,False,False,0,python
34,2,19,stand,win,bust,False,False,0,python
35,10,15,hit,loss,stand,False,False,0,python
36,5,9,double,win,draw,False,False,0,python
37,10,17,stand,loss,stand,True,False,0,python
38,9,6,hit,loss,stand,False,False,0,python
39,10,11,double,win,stand,False,False,0,python
40,A,10,hit,loss,stand,False,False,0,python
41,3,20,stand,win,draw,False,False,0,python
42,A,"[8, 18]",hit,loss,draw,False,False,0,python
43,10,21,stand,win,stand,False,False,0,python
44,2,7,hit,win,bust,False,False,0,python
0,7,12,hit,push,stand,False,False,0,python
1,3,15,stand,win,bust,False,False,0,python
2,2,16,stand,loss,draw,False,False,0,python
3,10,14,hit,loss,stand,False,False,0,python
4,A,18,stand,win,draw,False,False,0,python
5,7,13,hit,loss,stand,False,False,0,python
6,A,21,stand,win,stand,False,False,0,python
7,4,13,stand,win,bust,False,False,0,python
8,10,19,stand,loss,stand,True,False,0,python
9,A,15,stand,loss,stand,True,False,0,python
10,10,15,hit,loss,stand,False,False,0,python
11,9,"[10, 10]",stand,win,stand,False,False,0,python
12,9,13,hit,win,stand,False,False,0,python
13,2,"[5, 15]",hit,push,draw,False,False,0,python
14,5,7,hit,loss,draw,False,True,"[2, 2]",python
15,5,12,stand,loss,draw,False,True,"[2, 2]",python
16,8,19,stand,win,stand,False,False,0,python
17,9,14,hit,loss,stand,False,False,0,python
18,7,18,stand,loss,draw,False,False,0,python
19,10,16,hit,push,stand,False,False,0,python
20,10,"[6, 6]",hit,loss,stand,False,False,0,python
21,6,9,double,win,stand,False,False,0,python
22,5,12,stand,loss,draw,False,False,0,python
23,10,21,stand,win,stand,False,False,0,python
24,6,9,double,win,bust,False,False,0,python
25,3,14,stand,win,bust,False,False,0,python
26,10,12,hit,win,bust,False,False,0,python
27,7,12,hit,win,stand,False,True,"[7, 7]",python
28,7,11,double,win,stand,False,True,"[7, 7]",python
29,8,16,hit,loss,stand,False,False,0,python
30,7,13,hit,win,stand,False,False,0,python
31,7,19,stand,loss,draw,False,False,0,python
32,6,13,stand,loss,draw,False,False,0,python
33,7,19,stand,win,draw,False,False,0,python
34,9,"[3, 13]",hit,win,stand,False,False,0,python
35,9,15,hit,win,stand,False,False,0,python
36,10,20,stand,push,stand,False,False,0,python
37,10,"[3, 13]",hit,win,stand,False,False,0,python
38,10,13,hit,loss,stand,False,False,0,python
39,8,16,hit,win,stand,False,False,0,python
40,7,"[5, 5]",double,loss,stand,False,False,0,python
41,10,12,hit,win,draw,False,False,0,python
42,10,7,hit,loss,draw,False,False,0,python
43,5,19,stand,push,draw,False,False,0,python
44,4,17,stand,push,draw,False,False,0,python
45,2,18,stand,push,draw,False,False,0,python
46,2,"[8, 18]",stand,loss,draw,False,False,0,python
0,10,19,stand,win,stand,False,False,0,python
1,10,20,stand,push,stand,False,False,0,python
2,10,20,stand,push,stand,False,False,0,python
3,5,11,double,win,draw,False,False,0,python
4,6,20,stand,win,draw,False,False,0,python
5,10,"[8, 18]",hit,loss,stand,False,False,0,python
6,9,14,hit,win,stand,False,False,0,python
7,10,"[7, 17]",hit,push,stand,False,False,0,python
8,2,12,hit,push,draw,False,False,0,python
9,A,16,hit,loss,draw,False,False,0,python
10,10,8,hit,loss,stand,False,False,0,python
11,5,"[8, 18]",double,win,draw,False,False,0,python
12,A,20,stand,push,draw,False,False,0,python
13,3,14,stand,win,bust,False,False,0,python
14,3,15,stand,win,bust,False,False,0,python
15,10,"[4, 14]",hit,win,stand,False,False,0,python
16,6,19,stand,loss,draw,False,False,0,python
17,10,"[7, 17]",hit,win,bust,False,False,0,python
18,10,"[8, 18]",hit,win,bust,False,False,0,python
19,8,12,hit,win,bust,False,False,0,python
20,10,15,hit,push,stand,False,False,0,python
21,8,"[6, 16]",hit,push,draw,False,False,0,python
22,8,13,hit,loss,draw,False,False,0,python
23,9,13,hit,loss,stand,False,False,0,python
24,10,14,hit,loss,stand,False,False,0,python
25,2,"[7, 17]",hit,win,bust,False,False,0,python
26,5,12,stand,loss,draw,False,False,0,python
27,8,12,hit,loss,stand,False,False,0,python
28,A,15,stand,loss,stand,True,False,0,python
29,10,9,hit,win,bust,False,False,0,python
30,7,19,stand,win,stand,False,False,0,python
31,10,11,double,loss,draw,False,False,0,python
32,8,18,stand,win,draw,False,True,"[8, 8]",python
33,8,18,stand,win,draw,False,True,"[8, 8]",python
34,3,8,hit,win,draw,False,False,0,python
35,4,19,stand,push,draw,False,False,0,python
36,4,20,stand,loss,draw,False,False,0,python
37,A,12,hit,loss,stand,False,False,0,python
38,7,10,double,win,bust,False,False,0,python
39,A,"[9, 9]",hit,loss,stand,False,False,0,python
40,4,12,stand,loss,draw,False,False,0,python
41,2,12,hit,loss,stand,False,False,0,python
42,7,9,hit,win,stand,False,False,0,python
43,10,13,hit,win,draw,False,False,0,python
0,9,21,stand,win,stand,False,False,0,python
1,2,19,stand,loss,draw,False,False,0,python
2,10,21,stand,win,stand,False,False,0,python
3,10,10,stand,loss,stand,True,False,0,python
4,5,21,stand,win,stand,False,False,0,python
5,10,7,hit,loss,stand,False,False,0,python
6,8,15,hit,loss,stand,False,False,0,python
7,10,17,stand,win,bust,False,False,0,python
8,9,21,stand,win,stand,False,False,0,python
9,10,"[7, 7]",hit,loss,stand,False,False,0,python
10,A,14,hit,loss,stand,False,False,0,python
11,7,7,hit,win,bust,False,False,0,python
12,4,21,stand,win,stand,False,False,0,python
13,2,11,double,win,bust,False,False,0,python
14,9,15,hit,loss,stand,False,False,0,python
15,10,14,hit,loss,stand,False,False,0,python
16,7,14,hit,win,bust,False,False,0,python
17,10,"[10, 10]",stand,win,draw,False,False,0,python
18,10,11,double,loss,draw,False,False,0,python
19,10,15,hit,loss,stand,False,False,0,python
20,10,21,stand,push,stand,True,False,0,python
21,7,6,hit,loss,draw,False,False,0,python
22,7,16,hit,loss,stand,False,False,0,python
23,10,15,hit,loss,stand,False,False,0,python
24,6,19,stand,win,bust,False,False,0,python
25,10,16,hit,loss,stand,False,False,0,python
26,2,20,stand,win,bust,False,False,0,python
27,10,14,hit,win,draw,False,False,0,python
28,8,18,stand,push,stand,False,False,0,python
29,3,14,stand,loss,draw,False,False,0,python
30,10,12,hit,win,bust,False,False,0,python
31,9,20,stand,win,bust,False,False,0,python
32,10,11,stand,loss,stand,True,False,0,python
33,10,"[10, 10]",stand,push,stand,False,False,0,python
34,5,12,stand,loss,draw,False,False,0,python
35,10,"[7, 17]",hit,loss,stand,False,False,0,python
36,10,14,hit,win,draw,False,False,0,python
37,10,10,hit,loss,stand,False,False,0,python
38,3,17,stand,win,bust,False,False,0,python
39,3,20,stand,win,bust,False,False,0,python
40,8,11,double,push,draw,False,False,0,python
41,10,11,double,loss,stand,False,False,0,python
42,10,5,hit,loss,draw,False,False,0,python
43,7,15,hit,loss,stand,False,False,0,python
0,4,17,stand,push,draw,False,False,0,python
1,10,20,stand,win,bust,False,False,0,python
2,4,"[7, 17]",stand,loss,draw,False,True,"ace, ace",python
3,4,19,stand,loss,draw,False,True,"ace, ace",python
4,4,18,stand,win,bust,False,False,0,python
5,9,12,hit,loss,stand,False,False,0,python
6,6,14,stand,loss,draw,False,False,0,python
7,A,17,stand,loss,stand,True,False,0,python
8,8,15,hit,loss,stand,False,False,0,python
9,5,15,stand,loss,draw,False,False,0,python
10,2,"[4, 14]",hit,loss,draw,False,False,0,python
11,4,8,hit,loss,draw,False,False,0,python
12,4,17,stand,win,bust,False,False,0,python
13,3,12,hit,loss,stand,False,False,0,python
14,6,18,stand,win,bust,False,False,0,python
15,2,9,hit,win,draw,False,False,0,python
16,6,16,stand,loss,draw,False,False,0,python
17,A,11,stand,loss,stand,True,False,0,python
18,10,21,stand,win,stand,False,False,0,python
19,9,11,double,win,bust,False,False,0,python
20,4,15,stand,loss,draw,False,False,0,python
21,2,13,stand,loss,draw,False,False,0,python
22,2,15,stand,loss,draw,False,False,0,python
23,4,17,stand,win,bust,False,False,0,python
24,9,15,hit,loss,stand,False,False,0,python
25,10,15,hit,loss,stand,False,False,0,python
26,10,10,hit,win,draw,False,False,0,python
27,2,15,stand,win,bust,False,False,0,python
28,8,12,hit,loss,stand,False,False,0,python
29,8,20,stand,win,bust,False,False,0,python
30,10,16,hit,loss,stand,False,False,0,python
31,5,15,stand,win,bust,False,False,0,python
32,10,"[7, 7]",hit,loss,stand,False,False,0,python
33,10,"[3, 13]",hit,loss,stand,False,False,0,python
34,10,16,hit,loss,stand,False,False,0,python
35,10,11,double,win,bust,False,False,0,python
36,A,9,hit,loss,draw,False,False,0,python
37,2,11,double,win,draw,False,False,0,python
38,5,19,stand,loss,draw,False,False,0,python
39,3,"[3, 13]",hit,loss,draw,False,False,0,python
40,5,13,stand,win,bust,False,False,0,python
41,3,12,hit,loss,stand,False,False,0,python
42,10,19,stand,loss,draw,False,False,0,python
43,6,"[5, 15]",double,win,bust,False,False,0,python
0,2,11,double,win,bust,False,False,0,python
1,8,6,hit,win,stand,False,False,0,python
2,8,11,double,win,bust,False,False,0,python
3,10,"[10, 10]",stand,win,bust,False,False,0,python
4,4,"[6, 16]",double,win,draw,False,False,0,python
5,6,18,stand,loss,draw,False,False,0,python
6,9,10,double,win,stand,False,False,0,python
7,5,12,stand,loss,draw,False,False,0,python
8,10,19,stand,push,stand,False,False,0,python
9,5,"[3, 13]",double,win,bust,False,False,0,python
10,7,9,hit,push,draw,False,False,0,python
11,10,"[6, 6]",hit,loss,stand,False,False,0,python
12,7,14,hit,loss,stand,False,False,0,python
13,2,13,stand,loss,draw,False,False,0,python
14,6,17,stand,loss,draw,False,False,0,python
15,10,12,hit,loss,stand,False,False,0,python
16,10,16,hit,loss,stand,False,False,0,python
17,7,15,hit,win,stand,False,False,0,python
18,3,17,stand,loss,draw,False,False,0,python
19,4,15,stand,win,bust,False,False,0,python
20,8,13,hit,loss,stand,False,False,0,python
21,4,13,stand,win,bust,False,False,0,python
22,2,16,stand,win,bust,False,False,0,python
23,2,20,stand,win,draw,False,False,0,python
24,A,7,hit,loss,stand,False,False,0,python
25,10,14,hit,loss,stand,False,False,0,python
26,10,15,hit,loss,draw,False,False,0,python
27,10,16,stand,loss,stand,True,False,0,python
28,7,20,stand,win,bust,False,False,0,python
29,10,12,hit,loss,stand,False,False,0,python
30,10,21,stand,push,stand,True,False,0,python
31,9,11,double,win,bust,False,False,0,python
32,3,20,stand,win,bust,False,False,0,python
33,10,14,hit,win,bust,False,False,0,python
34,10,"[7, 17]",hit,loss,stand,False,False,0,python
35,2,14,stand,win,bust,False,False,0,python
36,4,13,stand,loss,draw,False,False,0,python
37,3,13,stand,win,bust,False,False,0,python
38,7,9,hit,win,bust,False,False,0,python
39,8,21,stand,win,stand,False,False,0,python
40,10,14,hit,loss,stand,False,False,0,python
41,7,"[5, 15]",hit,push,stand,False,False,0,python
42,9,21,stand,win,stand,False,False,0,python
0,9,18,stand,loss,stand,False,False,0,python
1,10,13,stand,loss,stand,True,False,0,python
2,5,10,double,win,bust,False,False,0,python
3,10,14,stand,loss,stand,True,False,0,python
4,6,13,stand,loss,draw,False,True,"[7, 7]",python
5,6,17,stand,loss,draw,False,True,"[7, 7]",python
6,5,9,double,win,bust,False,False,0,python
7,10,10,hit,win,stand,False,False,0,python
8,4,"[10, 10]",stand,win,draw,False,False,0,python
9,10,20,stand,push,stand,False,False,0,python
10,5,10,double,loss,draw,False,False,0,python
11,5,19,stand,win,draw,False,False,0,python
12,8,14,hit,push,draw,False,False,0,python
13,7,20,stand,win,bust,False,False,0,python
14,10,10,hit,win,stand,False,False,0,python
15,7,20,stand,win,draw,False,False,0,python
16,10,21,stand,win,stand,False,False,0,python
17,10,18,stand,win,stand,False,True,"[8, 8]",python
18,10,11,double,win,stand,False,True,"[8, 8]",python
19,8,"[2, 2]",hit,loss,stand,False,False,0,python
20,8,15,hit,loss,draw,False,False,0,python
21,10,13,hit,loss,stand,False,False,0,python
22,5,9,double,loss,draw,False,False,0,python
23,3,10,double,loss,draw,False,False,0,python
24,4,14,stand,win,bust,False,False,0,python
25,5,18,stand,win,bust,False,False,0,python
26,7,11,double,win,stand,False,False,0,python
27,2,"[10, 10]",stand,win,bust,False,False,0,python
28,3,"[3, 13]",hit,win,bust,False,False,0,python
29,8,13,hit,win,draw,False,False,0,python
30,10,15,hit,loss,stand,False,False,0,python
31,5,14,stand,loss,draw,False,False,0,python
32,7,17,stand,push,draw,False,False,0,python
33,6,12,stand,loss,draw,False,False,0,python
34,10,11,double,win,stand,False,False,0,python
35,5,16,stand,win,bust,False,False,0,python
36,10,21,stand,win,stand,False,False,0,python
37,2,"[6, 16]",hit,loss,draw,False,False,0,python
38,6,20,stand,win,bust,False,False,0,python
39,7,10,double,win,stand,False,False,0,python
40,6,11,double,loss,draw,False,False,0,python
41,10,"[10, 10]",stand,win,bust,False,False,0,python
42,2,19,stand,loss,draw,False,False,0,python
43,10,15,hit,win,stand,False,False,0,python
44,A,17,stand,loss,stand,True,False,0,python
45,10,"[4, 4]",hit,loss,stand,False,False,0,python
0,5,20,stand,win,bust,False,False,0,python
1,6,19,stand,win,bust,False,False,0,python
2,3,18,stand,loss,draw,False,False,0,python
3,10,"[9, 9]",hit,win,draw,False,False,0,python
4,8,9,hit,loss,stand,False,False,0,python
5,10,"[4, 14]",hit,loss,stand,False,False,0,python
6,2,"[5, 15]",hit,win,bust,False,False,0,python
7,10,15,hit,win,bust,False,False,0,python
8,10,15,hit,win,stand,False,False,0,python
9,10,21,stand,win,stand,False,False,0,python
10,6,15,stand,loss,draw,False,False,0,python
11,A,16,stand,loss,stand,True,False,0,python
12,5,11,double,loss,draw,False,False,0,python
13,10,7,hit,loss,stand,False,False,0,python
14,10,"[3, 13]",hit,loss,stand,False,False,0,python
15,10,"[10, 10]",stand,win,draw,False,False,0,python
16,9,20,stand,push,draw,False,False,0,python
17,3,20,stand,win,bust,False,False,0,python
18,5,13,stand,loss,draw,False,False,0,python
19,10,20,stand,push,draw,False,False,0,python
20,6,12,stand,win,bust,False,True,"[8, 8]",python
21,6,12,stand,win,bust,False,True,"[8, 8]",python
22,6,12,stand,win,bust,False,True,"[8, 8]",python
23,6,11,double,win,bust,False,True,"[8, 8]",python
24,10,"[10, 10]",stand,push,stand,False,False,0,python
25,7,13,hit,loss,stand,False,False,0,python
26,10,15,hit,loss,stand,False,False,0,python
27,A,13,stand,loss,stand,True,False,0,python
28,10,9,hit,win,bust,False,False,0,python
29,4,13,stand,win,bust,False,False,0,python
30,5,15,stand,win,bust,False,False,0,python
31,A,12,stand,loss,stand,True,False,0,python
32,8,17,stand,loss,stand,False,False,0,python
33,10,17,stand,win,bust,False,False,0,python
34,10,"[4, 14]",stand,loss,stand,True,False,0,python
35,10,10,hit,loss,stand,False,False,0,python
36,6,20,stand,win,draw,False,False,0,python
37,7,15,hit,loss,stand,False,False,0,python
38,3,13,stand,loss,draw,False,True,"[3, 3]",python
39,3,10,double,loss,draw,False,True,"[3, 3]",python
40,10,6,hit,loss,stand,False,False,0,python
41,10,"[6, 16]",hit,win,bust,False,False,0,python
42,A,13,stand,loss,stand,True,False,0,python
43,7,18,stand,win,bust,False,False,0,python
44,3,20,stand,loss,draw,False,False,0,python
45,8,19,stand,win,bust,False,False,0,python
46,10,12,hit,loss,stand,False,False,0,python
0,8,20,stand,loss,draw,False,False,0,python
1,4,10,double,loss,draw,False,True,"[2, 2]",python
2,4,"[3, 13]",hit,loss,draw,False,True,"[2, 2]",python
3,10,15,hit,loss,stand,False,False,0,python
4,10,12,hit,loss,stand,False,False,0,python
5,A,12,hit,loss,stand,False,False,0,python
6,4,16,stand,loss,draw,False,False,0,python
7,8,20,stand,win,stand,False,False,0,python
8,4,12,stand,win,bust,False,False,0,python
9,6,21,stand,win,stand,False,False,0,python
10,A,14,hit,loss,stand,False,False,0,python
11,10,16,hit,loss,stand,False,False,0,python
12,10,18,stand,win,bust,False,False,0,python
13,4,21,stand,win,stand,False,False,0,python
14,10,17,stand,loss,stand,True,False,0,python
15,10,"[6, 16]",hit,loss,stand,False,False,0,python
16,2,20,stand,loss,draw,False,False,0,python
17,8,9,hit,loss,stand,False,False,0,python
18,7,11,double,win,stand,False,False,0,python
19,7,"[6, 16]",hit,push,draw,False,False,0,python
20,8,21,stand,win,stand,False,False,0,python
21,7,11,double,loss,draw,False,False,0,python
22,6,"[10, 10]",stand,win,draw,False,False,0,python
23,10,"[4, 14]",hit,push,draw,False,False,0,python
24,5,12,stand,win,bust,False,False,0,python
25,10,5,hit,loss,stand,False,False,0,python
26,7,5,hit,win,stand,False,False,0,python
27,4,20,stand,push,draw,False,False,0,python
28,10,8,hit,push,stand,False,False,0,python
29,3,"[10, 10]",stand,loss,draw,False,False,0,python
30,10,"[3, 3]",hit,loss,stand,False,False,0,python
31,5,11,double,loss,draw,False,False,0,python
32,5,21,stand,win,stand,False,False,0,python
33,10,"[8, 18]",hit,loss,stand,False,False,0,python
34,5,18,stand,win,draw,False,False,0,python
35,8,19,stand,win,bust,False,False,0,python
36,7,19,stand,win,draw,False,False,0,python
37,6,16,stand,loss,draw,False,False,0,python
38,3,13,stand,loss,draw,False,False,0,python
39,6,18,stand,win,bust,False,False,0,python
40,10,9,hit,win,stand,False,False,0,python
41,10,"[5, 15]",hit,loss,stand,False,False,0,python
42,3,16,stand,win,bust,False,False,0,python
43,5,16,stand,win,bust,False,False,0,python
44,10,5,hit,loss,stand,False,False,0,python
0,6,15,stand,win,bust,False,False,0,python
1,7,11,double,loss,stand,False,False,0,python
2,10,"[3, 13]",hit,win,draw,False,False,0,python
3,4,"[5, 15]",double,win,bust,False,False,0,python
4,A,20,stand,win,stand,False,False,0,python
5,10,15,hit,loss,stand,False,False,0,python
6,3,"[4, 14]",hit,loss,draw,False,False,0,python
7,10,16,hit,loss,stand,False,False,0,python
8,10,7,hit,loss,draw,False,False,0,python
9,A,11,stand,loss,stand,True,False,0,python
10,3,19,stand,win,bust,False,False,0,python
11,10,12,hit,loss,stand,False,False,0,python
12,3,"[3, 13]",hit,win,bust,False,False,0,python
13,7,13,hit,push,stand,False,False,0,python
14,10,18,stand,loss,draw,False,False,0,python
15,10,10,stand,loss,stand,True,False,0,python
16,4,21,stand,win,stand,False,False,0,python
17,6,19,stand,win,draw,False,False,0,python
18,9,"[5, 15]",hit,loss,stand,False,False,0,python
19,A,19,stand,loss,stand,True,False,0,python
20,3,6,hit,loss,draw,False,False,0,python
21,5,"[3, 13]",double,loss,draw,False,False,0,python
22,2,20,stand,win,bust,False,False,0,python
23,5,14,stand,win,bust,False,False,0,python
24,5,16,stand,win,bust,False,False,0,python
25,3,12,hit,win,draw,False,False,0,python
26,10,16,hit,push,stand,False,False,0,python
27,10,8,hit,loss,stand,False,False,0,python
28,8,14,hit,win,bust,False,False,0,python
29,7,17,stand,push,stand,False,False,0,python
30,A,19,stand,win,stand,False,False,0,python
31,6,18,stand,win,bust,False,True,"[8, 8]",python
32,6,17,stand,win,bust,False,True,"[8, 8]",python
33,6,12,stand,win,bust,False,True,"[8, 8]",python
34,8,15,hit,loss,stand,False,False,0,python
35,10,16,hit,loss,stand,False,False,0,python
36,9,13,hit,loss,stand,False,False,0,python
37,A,18,stand,loss,stand,False,False,0,python
38,6,12,stand,win,bust,False,False,0,python
39,9,11,double,loss,stand,False,False,0,python
40,8,13,hit,loss,stand,False,False,0,python
41,10,19,stand,win,bust,False,False,0,python
42,4,20,stand,loss,draw,False,False,0,python
43,4,17,stand,win,bust,False,False,0,python
44,2,20,stand,win,draw,False,False,0,python
45,5,20,stand,win,draw,False,False,0,python
0,6,12,stand,loss,draw,False,False,0,python
1,9,12,hit,loss,stand,False,False,0,python
2,10,15,hit,loss,stand,False,False,0,python
3,7,10,double,loss,stand,False,False,0,python
4,5,11,double,win,draw,False,False,0,python
5,A,"[3, 13]",hit,loss,stand,False,False,0,python
6,7,13,hit,win,stand,False,False,0,python
7,8,21,stand,win,stand,False,False,0,python
8,10,11,double,loss,draw,False,False,0,python
9,2,17,stand,push,draw,False,False,0,python
10,7,"[4, 14]",hit,win,draw,False,False,0,python
11,10,19,stand,loss,stand,False,False,0,python
12,9,10,double,push,stand,False,False,0,python
13,10,5,hit,win,stand,False,False,0,python
14,9,17,stand,win,bust,False,False,0,python
15,8,15,hit,loss,stand,False,False,0,python
16,2,20,stand,win,bust,False,False,0,python
17,5,18,stand,win,bust,False,False,0,python
18,9,20,stand,win,draw,False,False,0,python
19,4,13,stand,loss,draw,False,False,0,python
20,4,20,stand,win,bust,False,False,0,python
21,6,20,stand,win,bust,False,False,0,python
22,A,19,stand,loss,stand,True,False,0,python
23,4,14,stand,loss,draw,False,False,0,python
24,10,"[5, 15]",hit,loss,stand,False,False,0,python
25,10,18,stand,loss,draw,False,False,0,python
26,10,19,stand,win,stand,False,False,0,python
27,10,17,stand,loss,stand,False,False,0,python
28,5,5,hit,win,draw,False,False,0,python
29,10,18,stand,win,draw,False,False,0,python
